what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1286287655131
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1286287655153
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1286287655184
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1286287655193
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1286287655214
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1286287655220
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1286287655239
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1286287655239
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1286287655268
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1286287655291
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1286287655299
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1286287655303
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1286287655323
os,sysinfo,,,"macosx",1286287655335
arch,sysinfo,,,"x86_64",1286287655335
ws,sysinfo,,,"cocoa",1286287655335
locale,sysinfo,,,"en_US",1286287655335
processors,sysinfo,,,"2",1286287655335
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1286287655335
java.runtime.version,sysinfo,,,"1.6.0_20-b02-279-10M3065",1286287655335
java.specification.name,sysinfo,,,"Java Platform API Specification",1286287655335
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1286287655335
java.specification.version,sysinfo,,,"1.6",1286287655335
java.vendor,sysinfo,,,"Apple Inc.",1286287655335
java.version,sysinfo,,,"1.6.0_20",1286287655335
java.vm.info,sysinfo,,,"mixed mode",1286287655335
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1286287655335
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1286287655335
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1286287655335
java.vm.specification.version,sysinfo,,,"1.0",1286287655335
java.vm.vendor,sysinfo,,,"Apple Inc.",1286287655335
java.vm.version,sysinfo,,,"16.3-b01-279",1286287655335
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1286287655459
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1286287655566
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1286287655672
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1286287655721
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1286287655749
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1286287656051
